 onset,duration,sample,trial_type,response_time,stim_file,serialpos,probepos,probe_word,resp_word,study_1,study_2,list,test,answer,experiment,session,subject
174.847,4.0,94587,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,6,2,SHIELD,STONE,SHIELD,STONE,1,"[0, 0, 0]",-999,PAL1,1,R1001P
178.865,0.999,96596,START,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,1,"[-999, -999, -999]",-999,PAL1,1,R1001P
179.864,0.017,97096,MATH_START,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
179.881,6.185,97104,PROB,6.164,n/a,-999,-999,n/a,n/a,n/a,n/a,1,"[9, 4, 1]",14,PAL1,1,R1001P
186.066,5.901,100196,PROB,5.867,n/a,-999,-999,n/a,n/a,n/a,n/a,1,"[4, 9, 8]",21,PAL1,1,R1001P
191.967,9.934,103147,PROB,9.934,n/a,-999,-999,n/a,n/a,n/a,n/a,1,"[3, 8, 3]",14,PAL1,1,R1001P
201.901,0.018,108113,STOP,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,1,"[-999, -999, -999]",-999,PAL1,1,R1001P
201.919,0.0,108122,MATH_END,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
201.919,0.017,108122,TEST_START,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
201.936,0.275,108131,TEST_ORIENT,n/a,n/a,5,1,SAIL,SHIP,SAIL,YARD,1,"[0, 0, 0]",-999,PAL1,1,R1001P
202.836,4.0,108581,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,5,1,SAIL,SHIP,SAIL,YARD,1,"[0, 0, 0]",-999,PAL1,1,R1001P
202.836,4.415,108581,REC_START,n/a,n/a,5,-999,n/a,SHIP,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
207.251,0.602,110788,REC_EVENT,4.415,n/a,5,1,SAIL,SHIP,SAIL,YARD,1,"[0, 0, 0]",-999,PAL1,1,R1001P
207.853,0.017,111089,REC_END,n/a,n/a,5,-999,n/a,n/a,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
207.87,0.275,111098,TEST_ORIENT,n/a,n/a,6,2,SHIELD,STONE,SHIELD,STONE,1,"[0, 0, 0]",-999,PAL1,1,R1001P
208.87,4.0,111598,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,6,2,SHIELD,STONE,SHIELD,STONE,1,"[0, 0, 0]",-999,PAL1,1,R1001P
208.871,2.089,111598,REC_START,n/a,n/a,6,-999,n/a,STONE,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
210.96,2.919,112643,REC_EVENT,2.089,n/a,6,2,SHIELD,STONE,SHIELD,STONE,1,"[0, 0, 0]",-999,PAL1,1,R1001P
213.879,0.009,114102,REC_END,n/a,n/a,6,-999,n/a,n/a,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
213.888,0.275,114107,TEST_ORIENT,n/a,n/a,1,3,JET,COTTON,JET,NAIL,1,"[0, 0, 0]",-999,PAL1,1,R1001P
214.771,4.0,114548,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,1,3,JET,COTTON,JET,NAIL,1,"[0, 0, 0]",-999,PAL1,1,R1001P
214.772,3.202,114549,REC_START,n/a,n/a,1,-999,n/a,COTTON,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
217.974,1.806,116150,REC_EVENT,3.202,n/a,1,3,JET,COTTON,JET,NAIL,1,"[0, 0, 0]",-999,PAL1,1,R1001P
219.78,0.009,117052,REC_END,n/a,n/a,1,-999,n/a,n/a,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
219.789,0.275,117057,TEST_ORIENT,n/a,n/a,4,4,PIPE,n/a,ROOT,PIPE,1,"[0, 0, 0]",-999,PAL1,1,R1001P
220.688,4.0,117506,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,4,4,PIPE,n/a,ROOT,PIPE,1,"[0, 0, 0]",-999,PAL1,1,R1001P
220.689,5.008,117507,REC_START,n/a,n/a,4,-999,n/a,n/a,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
225.697,0.001,120011,REC_END,n/a,n/a,4,-999,n/a,n/a,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
225.698,0.008,120011,REC_EVENT,5.009,n/a,4,4,PIPE,<>,ROOT,PIPE,1,"[0, 0, 0]",-999,PAL1,1,R1001P
225.706,0.275,120015,TEST_ORIENT,n/a,n/a,3,5,LAND,n/a,LAND,PALM,1,"[0, 0, 0]",-999,PAL1,1,R1001P
226.49,4.0,120407,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,3,5,LAND,n/a,LAND,PALM,1,"[0, 0, 0]",-999,PAL1,1,R1001P
226.491,5.003,120408,REC_START,n/a,n/a,3,-999,n/a,n/a,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
231.494,0.004,122909,REC_EVENT,5.003,n/a,3,5,LAND,<>,LAND,PALM,1,"[0, 0, 0]",-999,PAL1,1,R1001P
231.498,0.01,122911,REC_END,n/a,n/a,3,-999,n/a,n/a,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
231.508,0.275,122916,TEST_ORIENT,n/a,n/a,2,6,OAK,n/a,OAK,TRUCK,1,"[0, 0, 0]",-999,PAL1,1,R1001P
232.441,4.0,123383,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,2,6,OAK,n/a,OAK,TRUCK,1,"[0, 0, 0]",-999,PAL1,1,R1001P
232.442,1.83,123383,REC_START,n/a,n/a,2,-999,n/a,n/a,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
234.272,3.177,124298,REC_EVENT,1.83,n/a,2,6,OAK,<>,OAK,TRUCK,1,"[0, 0, 0]",-999,PAL1,1,R1001P
237.449,2.259,125887,REC_END,n/a,n/a,2,-999,n/a,n/a,n/a,n/a,1,"[0, 0, 0]",-999,PAL1,1,R1001P
239.708,10.454,127016,ENCODING_START,n/a,n/a,0,-999,n/a,n/a,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
250.162,0.275,132243,STUDY_ORIENT,n/a,n/a,1,5,COW,CLAY,STAR,COW,2,"[0, 0, 0]",-999,PAL1,1,R1001P
251.062,4.0,132693,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,1,5,COW,CLAY,STAR,COW,2,"[0, 0, 0]",-999,PAL1,1,R1001P
256.096,0.275,135210,STUDY_ORIENT,n/a,n/a,2,4,GEESE,GOAT,CLAY,GEESE,2,"[0, 0, 0]",-999,PAL1,1,R1001P
256.963,4.0,135643,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,2,4,GEESE,GOAT,CLAY,GEESE,2,"[0, 0, 0]",-999,PAL1,1,R1001P
261.997,0.275,138160,STUDY_ORIENT,n/a,n/a,3,3,CLOWN,CLAY,ZOO,CLOWN,2,"[0, 0, 0]",-999,PAL1,1,R1001P
262.831,4.0,138577,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,3,3,CLOWN,CLAY,ZOO,CLOWN,2,"[0, 0, 0]",-999,PAL1,1,R1001P
267.865,0.275,141094,STUDY_ORIENT,n/a,n/a,4,2,STEAM,n/a,STEAM,DOCK,2,"[0, 0, 0]",-999,PAL1,1,R1001P
268.832,4.0,141577,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,4,2,STEAM,n/a,STEAM,DOCK,2,"[0, 0, 0]",-999,PAL1,1,R1001P
273.866,0.275,144094,STUDY_ORIENT,n/a,n/a,5,1,FROG,LEAF,TAIL,FROG,2,"[0, 0, 0]",-999,PAL1,1,R1001P
274.816,4.0,144569,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,5,1,FROG,LEAF,TAIL,FROG,2,"[0, 0, 0]",-999,PAL1,1,R1001P
279.834,0.275,147078,STUDY_ORIENT,n/a,n/a,6,6,STAIR,n/a,EGG,STAIR,2,"[0, 0, 0]",-999,PAL1,1,R1001P
280.751,4.0,147536,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,6,6,STAIR,n/a,EGG,STAIR,2,"[0, 0, 0]",-999,PAL1,1,R1001P
284.769,0.999,149545,START,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,2,"[-999, -999, -999]",-999,PAL1,1,R1001P
285.768,0.017,150045,MATH_START,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
285.785,12.219,150053,PROB,12.196,n/a,-999,-999,n/a,n/a,n/a,n/a,2,"[4, 2, 2]",8,PAL1,1,R1001P
298.004,3.616,156162,PROB,3.584,n/a,-999,-999,n/a,n/a,n/a,n/a,2,"[2, 1, 4]",7,PAL1,1,R1001P
301.62,4.729,157970,PROB,4.729,n/a,-999,-999,n/a,n/a,n/a,n/a,2,"[6, 6, 3]",15,PAL1,1,R1001P
306.349,0.007,160335,STOP,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,2,"[-999, -999, -999]",-999,PAL1,1,R1001P
306.356,0.0,160338,MATH_END,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
306.356,0.016,160338,TEST_START,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
306.372,0.275,160346,TEST_ORIENT,n/a,n/a,5,1,FROG,LEAF,TAIL,FROG,2,"[0, 0, 0]",-999,PAL1,1,R1001P
307.173,4.0,160747,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,5,1,FROG,LEAF,TAIL,FROG,2,"[0, 0, 0]",-999,PAL1,1,R1001P
307.173,3.281,160747,REC_START,n/a,n/a,5,-999,n/a,LEAF,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
310.454,1.736,162387,REC_EVENT,3.281,n/a,5,1,FROG,LEAF,TAIL,FROG,2,"[0, 0, 0]",-999,PAL1,1,R1001P
312.19,0.017,163255,REC_END,n/a,n/a,5,-999,n/a,n/a,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
312.207,0.275,163264,TEST_ORIENT,n/a,n/a,4,2,STEAM,n/a,STEAM,DOCK,2,"[0, 0, 0]",-999,PAL1,1,R1001P
313.04,4.0,163680,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,4,2,STEAM,n/a,STEAM,DOCK,2,"[0, 0, 0]",-999,PAL1,1,R1001P
313.041,5.008,163680,REC_START,n/a,n/a,4,-999,n/a,n/a,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
318.049,0.001,166184,REC_END,n/a,n/a,4,-999,n/a,n/a,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
318.05,0.008,166185,REC_EVENT,5.009,n/a,4,2,STEAM,<>,STEAM,DOCK,2,"[0, 0, 0]",-999,PAL1,1,R1001P
318.058,0.275,166189,TEST_ORIENT,n/a,n/a,3,3,CLOWN,CLAY,ZOO,CLOWN,2,"[0, 0, 0]",-999,PAL1,1,R1001P
319.025,4.0,166672,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,3,3,CLOWN,CLAY,ZOO,CLOWN,2,"[0, 0, 0]",-999,PAL1,1,R1001P
319.025,2.317,166672,REC_START,n/a,n/a,3,-999,n/a,CLAY,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
321.342,2.7,167831,REC_EVENT,2.317,n/a,3,3,CLOWN,CLAY,ZOO,CLOWN,2,"[0, 0, 0]",-999,PAL1,1,R1001P
324.042,0.017,169181,REC_END,n/a,n/a,3,-999,n/a,n/a,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
324.059,0.275,169189,TEST_ORIENT,n/a,n/a,2,4,GEESE,GOAT,CLAY,GEESE,2,"[0, 0, 0]",-999,PAL1,1,R1001P
325.059,4.0,169689,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,2,4,GEESE,GOAT,CLAY,GEESE,2,"[0, 0, 0]",-999,PAL1,1,R1001P
325.061,1.902,169690,REC_START,n/a,n/a,2,-999,n/a,GOAT,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
326.963,3.097,170641,REC_EVENT,1.902,n/a,2,4,GEESE,GOAT,CLAY,GEESE,2,"[0, 0, 0]",-999,PAL1,1,R1001P
330.06,0.017,172190,REC_END,n/a,n/a,2,-999,n/a,n/a,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
330.077,0.275,172198,TEST_ORIENT,n/a,n/a,1,5,COW,CLAY,STAR,COW,2,"[0, 0, 0]",-999,PAL1,1,R1001P
331.044,4.0,172682,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,1,5,COW,CLAY,STAR,COW,2,"[0, 0, 0]",-999,PAL1,1,R1001P
331.044,3.627,172682,REC_START,n/a,n/a,1,-999,n/a,CLAY,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
334.671,1.39,174495,REC_EVENT,3.627,n/a,1,5,COW,CLAY,STAR,COW,2,"[0, 0, 0]",-999,PAL1,1,R1001P
336.061,0.017,175190,REC_END,n/a,n/a,1,-999,n/a,n/a,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
336.078,0.275,175198,TEST_ORIENT,n/a,n/a,6,6,STAIR,n/a,EGG,STAIR,2,"[0, 0, 0]",-999,PAL1,1,R1001P
336.928,0.0,175623,REC_START,n/a,n/a,6,-999,n/a,n/a,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
336.928,4.0,175623,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,6,6,STAIR,n/a,EGG,STAIR,2,"[0, 0, 0]",-999,PAL1,1,R1001P
341.946,0.003,178132,REC_END,n/a,n/a,6,-999,n/a,n/a,n/a,n/a,2,"[0, 0, 0]",-999,PAL1,1,R1001P
341.949,1.512,178134,REC_EVENT,5.021,n/a,6,6,STAIR,<>,EGG,STAIR,2,"[0, 0, 0]",-999,PAL1,1,R1001P
343.461,10.454,178890,ENCODING_START,n/a,n/a,0,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
353.915,0.275,184116,STUDY_ORIENT,n/a,n/a,1,5,SNAKE,SHELL,SNAKE,EAR,3,"[0, 0, 0]",-999,PAL1,1,R1001P
354.799,4.0,184558,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,1,5,SNAKE,SHELL,SNAKE,EAR,3,"[0, 0, 0]",-999,PAL1,1,R1001P
359.833,0.275,187075,STUDY_ORIENT,n/a,n/a,2,4,LAKE,SNAKE,MUG,LAKE,3,"[0, 0, 0]",-999,PAL1,1,R1001P
360.85,4.0,187584,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,2,4,LAKE,SNAKE,MUG,LAKE,3,"[0, 0, 0]",-999,PAL1,1,R1001P
365.884,0.275,190101,STUDY_ORIENT,n/a,n/a,3,1,HORSE,n/a,DUCK,HORSE,3,"[0, 0, 0]",-999,PAL1,1,R1001P
366.7,4.0,190509,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,3,1,HORSE,n/a,DUCK,HORSE,3,"[0, 0, 0]",-999,PAL1,1,R1001P
371.735,0.275,193026,STUDY_ORIENT,n/a,n/a,4,2,MOOSE,n/a,MOOSE,BEACH,3,"[0, 0, 0]",-999,PAL1,1,R1001P
372.601,4.0,193459,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,4,2,MOOSE,n/a,MOOSE,BEACH,3,"[0, 0, 0]",-999,PAL1,1,R1001P
377.635,0.275,195976,STUDY_ORIENT,n/a,n/a,5,3,COIN,CLAY,COIN,PIT,3,"[0, 0, 0]",-999,PAL1,1,R1001P
378.635,4.0,196476,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,5,3,COIN,CLAY,COIN,PIT,3,"[0, 0, 0]",-999,PAL1,1,R1001P
383.653,0.275,198985,STUDY_ORIENT,n/a,n/a,6,6,ROPE,n/a,ROPE,SPARK,3,"[0, 0, 0]",-999,PAL1,1,R1001P
384.62,4.0,199468,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,6,6,ROPE,n/a,ROPE,SPARK,3,"[0, 0, 0]",-999,PAL1,1,R1001P
388.638,0.999,201477,START,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,3,"[-999, -999, -999]",-999,PAL1,1,R1001P
389.637,0.017,201976,MATH_START,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
389.654,8.77,201985,PROB,8.743,n/a,-999,-999,n/a,n/a,n/a,n/a,3,"[2, 4, 9]",15,PAL1,1,R1001P
398.424,5.084,206370,PROB,5.061,n/a,-999,-999,n/a,n/a,n/a,n/a,3,"[1, 6, 5]",12,PAL1,1,R1001P
403.508,3.367,208912,PROB,3.345,n/a,-999,-999,n/a,n/a,n/a,n/a,3,"[1, 1, 7]",9,PAL1,1,R1001P
406.875,6.21,210595,PROB,6.21,n/a,-999,-999,n/a,n/a,n/a,n/a,3,"[3, 3, 7]",13,PAL1,1,R1001P
413.085,0.008,213700,STOP,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,3,"[-999, -999, -999]",-999,PAL1,1,R1001P
413.093,0.0,213704,TEST_START,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
413.093,0.017,213704,MATH_END,n/a,n/a,-999,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
413.11,0.275,213712,TEST_ORIENT,n/a,n/a,3,1,HORSE,n/a,DUCK,HORSE,3,"[0, 0, 0]",-999,PAL1,1,R1001P
414.143,4.0,214229,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,3,1,HORSE,n/a,DUCK,HORSE,3,"[0, 0, 0]",-999,PAL1,1,R1001P
414.144,5.009,214229,REC_START,n/a,n/a,3,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
419.153,0.0,216734,REC_EVENT,5.009,n/a,3,1,HORSE,<>,DUCK,HORSE,3,"[0, 0, 0]",-999,PAL1,1,R1001P
419.153,0.008,216734,REC_END,n/a,n/a,3,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
419.161,0.275,216738,TEST_ORIENT,n/a,n/a,4,2,MOOSE,n/a,MOOSE,BEACH,3,"[0, 0, 0]",-999,PAL1,1,R1001P
419.994,4.0,217154,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,4,2,MOOSE,n/a,MOOSE,BEACH,3,"[0, 0, 0]",-999,PAL1,1,R1001P
419.995,5.009,217155,REC_START,n/a,n/a,4,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
425.004,0.0,219659,REC_EVENT,5.009,n/a,4,2,MOOSE,<>,MOOSE,BEACH,3,"[0, 0, 0]",-999,PAL1,1,R1001P
425.004,0.008,219659,REC_END,n/a,n/a,4,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
425.012,0.275,219663,TEST_ORIENT,n/a,n/a,5,3,COIN,CLAY,COIN,PIT,3,"[0, 0, 0]",-999,PAL1,1,R1001P
426.045,4.0,220179,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,5,3,COIN,CLAY,COIN,PIT,3,"[0, 0, 0]",-999,PAL1,1,R1001P
426.046,2.512,220180,REC_START,n/a,n/a,5,-999,n/a,CLAY,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
428.558,2.497,221436,REC_EVENT,2.512,n/a,5,3,COIN,CLAY,COIN,PIT,3,"[0, 0, 0]",-999,PAL1,1,R1001P
431.055,0.008,222684,REC_END,n/a,n/a,5,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
431.063,0.275,222688,TEST_ORIENT,n/a,n/a,2,4,LAKE,SNAKE,MUG,LAKE,3,"[0, 0, 0]",-999,PAL1,1,R1001P
431.863,4.0,223088,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,2,4,LAKE,SNAKE,MUG,LAKE,3,"[0, 0, 0]",-999,PAL1,1,R1001P
431.864,1.836,223089,REC_START,n/a,n/a,2,-999,n/a,SNAKE,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
433.7,3.173,224007,REC_EVENT,1.836,n/a,2,4,LAKE,SNAKE,MUG,LAKE,3,"[0, 0, 0]",-999,PAL1,1,R1001P
436.873,0.008,225593,REC_END,n/a,n/a,2,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
436.881,0.275,225597,TEST_ORIENT,n/a,n/a,1,5,SNAKE,SHELL,SNAKE,EAR,3,"[0, 0, 0]",-999,PAL1,1,R1001P
437.731,4.0,226022,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,1,5,SNAKE,SHELL,SNAKE,EAR,3,"[0, 0, 0]",-999,PAL1,1,R1001P
437.732,4.487,226023,REC_START,n/a,n/a,1,-999,n/a,SHELL,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
442.219,0.539,228266,REC_EVENT,4.487,n/a,1,5,SNAKE,SHELL,SNAKE,EAR,3,"[0, 0, 0]",-999,PAL1,1,R1001P
442.758,0.007,228536,REC_END,n/a,n/a,1,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
442.765,0.275,228539,TEST_ORIENT,n/a,n/a,6,6,ROPE,n/a,ROPE,SPARK,3,"[0, 0, 0]",-999,PAL1,1,R1001P
443.766,4.0,229039,TEST_PROBE,n/a,wordpools/wordpool_EN.txt,6,6,ROPE,n/a,ROPE,SPARK,3,"[0, 0, 0]",-999,PAL1,1,R1001P
443.766,5.015,229039,REC_START,n/a,n/a,6,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
448.781,0.002,231547,REC_EVENT,5.015,n/a,6,6,ROPE,<>,ROPE,SPARK,3,"[0, 0, 0]",-999,PAL1,1,R1001P
448.783,1.542,231548,REC_END,n/a,n/a,6,-999,n/a,n/a,n/a,n/a,3,"[0, 0, 0]",-999,PAL1,1,R1001P
450.325,10.444,232319,ENCODING_START,n/a,n/a,0,-999,n/a,n/a,n/a,n/a,4,"[0, 0, 0]",-999,PAL1,1,R1001P
460.769,0.275,237541,STUDY_ORIENT,n/a,n/a,1,1,CALF,n/a,CALF,VAN,4,"[0, 0, 0]",-999,PAL1,1,R1001P
461.569,4.0,237941,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,1,1,CALF,n/a,CALF,VAN,4,"[0, 0, 0]",-999,PAL1,1,R1001P
466.602,0.275,240457,STUDY_ORIENT,n/a,n/a,2,4,BALL,n/a,BALL,FACE,4,"[0, 0, 0]",-999,PAL1,1,R1001P
467.553,4.0,240932,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,2,4,BALL,n/a,BALL,FACE,4,"[0, 0, 0]",-999,PAL1,1,R1001P
472.571,0.275,243441,STUDY_ORIENT,n/a,n/a,3,3,LOCK,n/a,WEB,LOCK,4,"[0, 0, 0]",-999,PAL1,1,R1001P
473.471,4.0,243891,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,3,3,LOCK,n/a,WEB,LOCK,4,"[0, 0, 0]",-999,PAL1,1,R1001P
478.489,0.275,246400,STUDY_ORIENT,n/a,n/a,4,6,GRAPE,n/a,SHIRT,GRAPE,4,"[0, 0, 0]",-999,PAL1,1,R1001P
479.339,4.0,246825,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,4,6,GRAPE,n/a,SHIRT,GRAPE,4,"[0, 0, 0]",-999,PAL1,1,R1001P
484.357,0.275,249334,STUDY_ORIENT,n/a,n/a,5,5,SPRING,ROCK,FOX,SPRING,4,"[0, 0, 0]",-999,PAL1,1,R1001P
485.274,4.0,249792,STUDY_PAIR,n/a,wordpools/wordpool_EN.txt,5,5,SPRING,ROCK,FOX,SPRING,4,"[0, 0, 0]",-999,PAL1,1,R1001P
490.308,0.275,252309,STUDY_ORIENT,n/a,n/a,6,2,BEAR,n/a,ROCK,BEAR,4,"[0, 0, 0]",-999,PAL1,1,R1001P
